StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q28,Q26,Q3,Q4,Q5,Q5_2_TEXT,Q6,Q7,Q8,Q8_9_TEXT,Q9,Q11,Q12,Q25,Q16,Q13,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q14,Q17,Q18,Q18_3_TEXT,Q19,Q19_3_TEXT,Q20,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_7_TEXT,Q23,PROLIFIC_PID
2022-06-24 10:14:48,2022-06-24 10:20:29,IP Address,102.23.89.19,100,341,True,2022-06-24 10:20:29,R_3fHjfRnUMPDzUMX,,,,,-29.8556,31.0449,anonymous,EN,Agree,Yes,615dad2474b7d412c48dfd0f,21,Female,South Africa,,durban,durban,Matric,,No,Yes,Yes,,"You had to b vaccinated to access campus ",Yes,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Often,Yes,No,,No,,More people who have been vaccinated,"News channels, eg. eNCA",,,,Government,Scientific research papers,,,I enjoyed the study.,615dad2474b7d412c48dfd0f
2022-06-24 10:17:59,2022-06-24 10:22:48,IP Address,102.33.44.195,100,289,True,2022-06-24 10:22:48,R_3I5eIO4DHnsWWYB,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,616fc8c9b131a8fecd2b1c25,33,Female,South Africa,,Johannesburg,Durban,Diploma,,No,Yes,Yes,,"I have other pre-existing medical conditions conditions. ",No,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Often,No,No,,No,,More people who have been vaccinated,"News channels, eg. eNCA",,,Facebook or other social media,,,,,,616fc8c9b131a8fecd2b1c25
2022-06-24 10:18:00,2022-06-24 10:24:55,IP Address,196.24.138.85,100,415,True,2022-06-24 10:24:56,R_RqcEvz4iO2YiM9z,,,,,-33.914,18.4129,anonymous,EN,Agree,Yes,616012bc7d5c768aa982b08d,21,Female,South Africa,,Cape Town,Durban,Matric,,No,Yes,Yes,,It was a requirement for me to so I can register at University for this year 2022,No,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Extremely often,No,No,,No,,I am not sure,,,YouTube,,,,,,,616012bc7d5c768aa982b08d
2022-06-24 10:22:32,2022-06-24 10:26:30,IP Address,105.245.36.237,100,238,True,2022-06-24 10:26:30,R_12KEvGWBgDlBXt1,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,6156e3b702a9788099a99eab,20,Female,South Africa,,"Pretoria ","Pretoria ",Matric,,No,Yes,Yes,,"Mandatory at school for me to take it ",No,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Often,No,No,,No,,More people who have not been vaccinated,"News channels, eg. eNCA",,,Facebook or other social media,,,,,None,6156e3b702a9788099a99eab
2022-06-24 10:22:40,2022-06-24 10:26:41,IP Address,41.1.83.84,100,240,True,2022-06-24 10:26:41,R_3RvBAnDEKzvlXSX,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,612681692d5dacb1a317564a,26,Female,South Africa,,Johannesburg,"Durban ",Honours Degree,,No,Yes,No,"I am afraid of the side effects ",,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Sometimes,No,No,,No,,I am not sure,,,,Facebook or other social media,,,,,Short and fun,612681692d5dacb1a317564a
2022-06-24 10:23:44,2022-06-24 10:28:20,IP Address,41.149.152.81,100,275,True,2022-06-24 10:28:20,R_p0PrDtFX3g03fcR,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,60ff03e559fa30b00ce07e8f,43,Female,South Africa,,Johannesburg,Bulawayo,Other,Certificate,Yes,Yes,Yes,,"I am frontline staff and decided if it will at least protect me and help spreading to colleagues family, friends and society",Yes,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Extremely often,"It depends on the situation, eg. if you are attending an event with a large number of people",No,,No,,More people who have been vaccinated,"News channels, eg. eNCA",,,,,,,,,60ff03e559fa30b00ce07e8f
2022-06-24 10:20:25,2022-06-24 10:29:54,IP Address,102.66.5.11,100,569,True,2022-06-24 10:29:54,R_25AW6PubDEJX1gb,,,,,-33.9672,25.5785,anonymous,EN,Agree,Yes,5fbfd2f583262836b9e214bd,23,Female,South Africa,,Gqeberha/Port Elizabeth,Gqeberha/Port Elizabeth,Diploma,,No,I don't remember,No,"At first, I thought to wait until other people had taken it to see if they would experience any significant side effects so I could decide whether or not it is safe for me to take it. Now the only reason I haven't taken it is because covid infections have dropped significantly so I do not see reason to get vaccinated.",,,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Often,No,No,,No,,More people who have not been vaccinated,"News channels, eg. eNCA",Newspapers,YouTube,Facebook or other social media,,,,,,5fbfd2f583262836b9e214bd
2022-06-24 10:29:58,2022-06-24 10:33:43,IP Address,41.120.14.75,100,224,True,2022-06-24 10:33:43,R_2f3bpkWcUvr0oNp,,,,,-26.1331,28.0826,anonymous,EN,Agree,Yes,6127727fb32c3dc88c6afd19,23,Female,South Africa,,Durban,eMzinto,Bachelor Degree,,No,Yes,No,"My mom told me not to take it, she will take it first and see if there are any effects. ",,,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Extremely often,"It depends on the situation, eg. if you are attending an event with a large number of people",No,,Yes,,More people who have not been vaccinated,"News channels, eg. eNCA",,YouTube,,Government,Scientific research papers,,,no comment,6127727fb32c3dc88c6afd19
2022-06-24 10:27:39,2022-06-24 10:33:45,IP Address,102.130.135.38,100,365,True,2022-06-24 10:33:45,R_1mQaeH1pr8mKCRl,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,602ccfc2b88b075f0b31ceb1,41,Female,Other,Zimbabwean,Germiston,Harare,Diploma,,No,Yes,Yes,,To protect myself and my family.,I am going to take the vaccine booster,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Sometimes,"It depends on the situation, eg. if you are attending an event with a large number of people",Yes,,Yes,,More people who have not been vaccinated,"News channels, eg. eNCA",,YouTube,,,,,,,602ccfc2b88b075f0b31ceb1
2022-06-24 10:31:02,2022-06-24 10:34:20,IP Address,41.113.34.159,100,198,True,2022-06-24 10:34:21,R_3oBJtWojPJkdRur,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,61528e4039817788730f3263,21,Female,South Africa,,"Johannesburg ","Johannesburg ",Diploma,,No,Yes,Yes,,"To protect my self ",I am still deciding,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Often,Yes,Yes,,Yes,,More people who have been vaccinated,"News channels, eg. eNCA",,,,,,,,,61528e4039817788730f3263
2022-06-24 10:31:31,2022-06-24 10:34:41,IP Address,102.222.197.83,100,190,True,2022-06-24 10:34:42,R_bycdwW17xeK6LJL,,,,,-25.6356,27.7849,anonymous,EN,Agree,Yes,610140be5916936837972940,19,Female,South Africa,,"Hartbeespoort ",Hartbeespoort,Matric,,No,Yes,No,Did not see the need to get it yet,,,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither too much nor too little,No,No,,No,,I am not sure,"News channels, eg. eNCA",Newspapers,YouTube,Facebook or other social media,,,,,,610140be5916936837972940
2022-06-24 10:33:55,2022-06-24 10:36:06,IP Address,105.245.124.251,100,131,True,2022-06-24 10:36:07,R_3MAlGYkmn1UJL8u,,,,,-25.7599,28.2604,anonymous,EN,Agree,Yes,60e044a75f38a100eb6ec6cc,29,Male,South Africa,,Malamulele,Saselamani,Bachelor Degree,,No,Yes,Yes,,I was forced,I am still deciding,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Extremely often,Yes,No,,No,,More people who have not been vaccinated,,,YouTube,Facebook or other social media,Government,,,,,60e044a75f38a100eb6ec6cc
2022-06-24 10:28:45,2022-06-24 10:36:15,IP Address,196.249.46.7,100,450,True,2022-06-24 10:36:15,R_2wFccWW6Yd3iMEX,,,,,-25.7599,28.2604,anonymous,EN,Agree,Yes,60fb0d1ef1ea8d2bcb8166dd,22,Female,South Africa,,Pretoria,mpumalanga,Bachelor Degree,,No,Yes,No,yes because i'm scared of the side effects i might experience,,,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Often,No,No,,No,,More people who have been vaccinated,"News channels, eg. eNCA",,,,,,,,,60fb0d1ef1ea8d2bcb8166dd
2022-06-24 10:33:48,2022-06-24 10:38:46,IP Address,197.229.7.75,100,298,True,2022-06-24 10:38:46,R_Z8Hrblnrv8qKQ13,,,,,-33.914,18.4129,anonymous,EN,Agree,Yes,614dc3a3eb1768cb811daeae,28,Female,South Africa,,"Capetown ",Libode,Diploma,,No,Yes,No,"Afraid of all the things that people were talking about ",,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Often,No,No,,No,,More people who have not been vaccinated,"News channels, eg. eNCA",,,,,Scientific research papers,,,,614dc3a3eb1768cb811daeae
2022-06-24 10:38:53,2022-06-24 10:42:00,IP Address,41.133.75.233,100,186,True,2022-06-24 10:42:00,R_2WN0Uba6uH4LoJ9,,,,,-25.8775,28.168,anonymous,EN,Agree,Yes,60dde196ea52967e25fa792d,22,Female,South Africa,,Pretoria,Pretoria,Matric,,Yes,Yes,Yes,,I wanted to take the vaccine to protect myself from the virus.,No,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Often,No,No,,No,,More people who have been vaccinated,"News channels, eg. eNCA",,,,Government,Scientific research papers,,,,60dde196ea52967e25fa792d
2022-06-24 10:38:05,2022-06-24 10:43:05,IP Address,41.198.132.38,100,300,True,2022-06-24 10:43:06,R_2aslkPvhBDqM1pB,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,61143239ca74fd7541bd8399,21,Male,South Africa,,Johannesburg,Polokwane,Matric,,Yes,No,Yes,,To reduce my chances of getting COVID-19,No,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Often,Yes,Yes,,Yes,,More people who have been vaccinated,"News channels, eg. eNCA",,,,,,,,,61143239ca74fd7541bd8399
2022-06-24 10:37:24,2022-06-24 10:43:28,IP Address,168.253.196.234,100,363,True,2022-06-24 10:43:28,R_efgUHBseebAJQvT,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,614dd05bcad4ec89cacc3609,30,Female,South Africa,,Carletonville,Carletonville,Matric,,No,Yes,No,"I am not sure about the studies carried out for the vaccine, I am not comfortable with it",,,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Often,No,No,,No,,More people who have not been vaccinated,"News channels, eg. eNCA",,,Facebook or other social media,,Scientific research papers,,,,614dd05bcad4ec89cacc3609
2022-06-24 10:55:46,2022-06-24 10:59:05,IP Address,41.13.13.38,100,198,True,2022-06-24 10:59:06,R_1Fhnb1oo8ByOWmI,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,6168721373400de2f618cab2,21,Female,South Africa,,"Johannesburg ","Johannesburg ",Bachelor Degree,,No,Yes,Yes,,"For my health, I really have a weak immune system so if I did not take the vaccine it would not make it if I got the covid ",No,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Often,"It depends on the situation, eg. if you are attending an event with a large number of people",No,,No,,More people who have been vaccinated,"News channels, eg. eNCA",Newspapers,,,,Scientific research papers,,,,6168721373400de2f618cab2
2022-06-24 11:05:02,2022-06-24 11:09:26,IP Address,165.16.245.142,100,263,True,2022-06-24 11:09:26,R_3Eimf8v4uIQzAYg,,,,,-26.1663,28.1291,anonymous,EN,Agree,Yes,6098f222c90f832f2734c10f,31,Female,South Africa,,Benoni,Kempton Park,Matric,,No,Yes,No,We don't know what the long term effects are.,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Sometimes,No,No,,No,,More people who have not been vaccinated,,,,,,,Other,"There is no such thing as trusted news ",,6098f222c90f832f2734c10f
2022-06-24 11:04:06,2022-06-24 11:14:59,IP Address,102.129.96.188,100,652,True,2022-06-24 11:14:59,R_AMrTJCyBMsF9lAJ,,,,,-34.0486,18.4811,anonymous,EN,Agree,Yes,60df29c8447c436619e127fe,23,Male,South Africa,,Stellenbosch,Stellenbosch,Diploma,,No,Yes,No,"I did not wish to participate in the human trial covid-19 vaccine, as I did not trust it from the beginning, of all the nonsensical restrictions, segregation, and mandates. Through thorough research, many spoke out against this vaccine, false statistics, and the overall science of this situation was so poorly executed, it astonishes me that anyone could think it made sense, in terms of getting Covid, before, after, or within getting the vaccine. I, unvaccinated, have never contracted Covid 19 nor have my family or unvaccinated friends. But due to propaganda and mandates, people were cohersed to believe in this. Which, fortunately, as of yesterday, has come to an end.",,,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,I usually forget,No,No,,No,,More people who have not been vaccinated,,,,,,Scientific research papers,Other,Sources not be mainstream media,,60df29c8447c436619e127fe
2022-06-24 11:13:47,2022-06-24 11:18:09,IP Address,197.245.162.138,100,262,True,2022-06-24 11:18:10,R_3kLDsr9u9XxhitT,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,611e20f53c93c47b7128cfc1,23,Female,South Africa,,Johannesburg South,Johannesburg South,Bachelor Degree,,No,Yes,Yes,,Based on it being a compulsary regulation in my comoany,No,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Extremely often,"It depends on the situation, eg. if you are attending an event with a large number of people",Yes,,Yes,,More people who have been vaccinated,"News channels, eg. eNCA",,,,Government,,,,,611e20f53c93c47b7128cfc1
2022-06-24 11:12:10,2022-06-24 11:18:30,IP Address,102.65.66.106,100,379,True,2022-06-24 11:18:30,R_22FgF35q7ottET0,,,,,-34.0486,18.4811,anonymous,EN,Agree,Yes,612ac577701607053640e3dd,27,Male,South Africa,,cape town,cape town,Diploma,,No,Yes,No,there is many speculatins surrounding the vaccine and made me doubt getting the jab,,,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Extremely often,"It depends on the situation, eg. if you are attending an event with a large number of people",No,,No,,More people who have not been vaccinated,"News channels, eg. eNCA",,,,Government,Scientific research papers,,,"It was a good survey according to facts ",612ac577701607053640e3dd
2022-06-24 11:17:00,2022-06-24 11:19:45,IP Address,41.10.58.82,100,164,True,2022-06-24 11:19:45,R_bsGEoygrzgZBIVr,,,,,-25.7599,28.2604,anonymous,EN,Agree,Yes,60fc06a551733182cbfee788,21,Female,South Africa,,Middelburg,"Pretoria ",Matric,,No,Yes,No,"The vaccine was found to soon. And I feel like proper tests have not been done ",,,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Extremely often,No,No,,No,,More people who have been vaccinated,"News channels, eg. eNCA",,,,,,,,,60fc06a551733182cbfee788
2022-06-24 11:12:55,2022-06-24 11:20:32,IP Address,41.150.193.134,100,457,True,2022-06-24 11:20:32,R_2xQnlFS8zFGkZBN,,,,,-26.2135,28.1858,anonymous,EN,Agree,Yes,616af9503f63c3d52316d7fb,44,Female,Other,Zimbabwe,Johannesburg,Harare,Diploma,,No,Yes,Yes,,It was mandatory for us to do it at work.,No,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Often,"It depends on the situation, eg. if you are attending an event with a large number of people",No,,No,,More people who have been vaccinated,"News channels, eg. eNCA",,,,,,,,,616af9503f63c3d52316d7fb
2022-06-24 11:16:07,2022-06-24 11:20:36,IP Address,41.13.254.11,100,268,True,2022-06-24 11:20:36,R_87doouUXy3e7fwZ,,,,,-33.914,18.4129,anonymous,EN,Agree,Yes,606606a98e4b15c973f35da4,56,Female,South Africa,,Port Elizabeth,Port Elizabeth,Bachelor Degree,,No,Yes,Yes,,To protect myself and to be considerate of my fellow human beings.,I am going to take the vaccine booster,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Often,Yes,Yes,,Yes,,More people who have been vaccinated,"News channels, eg. eNCA",Newspapers,,Facebook or other social media,,Scientific research papers,,,Very good to have these type of surveys. Thank you for including me!☺,606606a98e4b15c973f35da4
2022-06-24 11:18:22,2022-06-24 11:22:12,IP Address,197.184.167.108,100,229,True,2022-06-24 11:22:12,R_2dzn9BQzWNJSblT,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,604bd226587ce0cb9d88c8f6,39,Male,South Africa,,Richards Bay,Richards Bay,Bachelor Degree,,No,Yes,No,"I don't trust it, and I trust my immune system.",,,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither too much nor too little,No,No,,No,,More people who have not been vaccinated,,,,Facebook or other social media,,Scientific research papers,,,,604bd226587ce0cb9d88c8f6
2022-06-24 11:31:02,2022-06-24 11:33:58,IP Address,41.246.31.65,100,175,True,2022-06-24 11:33:58,R_3HwaqQDcd33KAEt,,,,,-29.9056,30.9405,anonymous,EN,Agree,Yes,6139d3ef11546043fb0f8da4,32,Male,South Africa,,Gauteng,Randburg,Bachelor Degree,,No,Yes,No,"Am still sceptical ",,,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Sometimes,No,No,,No,,More people who have not been vaccinated,"News channels, eg. eNCA",Newspapers,,,Government,Scientific research papers,,,,6139d3ef11546043fb0f8da4
2022-06-24 11:30:40,2022-06-24 11:34:07,IP Address,197.184.177.237,100,206,True,2022-06-24 11:34:07,R_3R3fDgjTHuQ5YJZ,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,616d821c2269e900043806b6,32,Female,South Africa,,Johannesburg,Butterworth,Diploma,,No,Yes,Yes,,So that I can travel freely,No,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Often,Yes,No,,No,,More people who have been vaccinated,"News channels, eg. eNCA",,,Facebook or other social media,,,,,,616d821c2269e900043806b6
2022-06-24 11:35:44,2022-06-24 11:41:51,IP Address,102.66.135.99,100,366,True,2022-06-24 11:41:52,R_33EwSnLRKJyWX0f,,,,,-31.899,26.8799,anonymous,EN,Agree,Yes,61745dd510a3c53f1c728a08,34,Female,South Africa,,Queenstown,BUTTERWORTH,Diploma,,No,Yes,Yes,,To protect me and the people around me.,I am still deciding,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Often,No,No,,No,,More people who have not been vaccinated,"News channels, eg. eNCA",,YouTube,Facebook or other social media,,,,,,61745dd510a3c53f1c728a08
2022-06-24 11:37:34,2022-06-24 11:43:35,IP Address,41.113.188.9,100,361,True,2022-06-24 11:43:36,R_2YS9kgeVt9aEmyv,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,614e351010435c9f51dee6bf,27,Female,South Africa,,Johannesburg,Johannesburg,Bachelor Degree,,Yes,Yes,Yes,,I took the vaccine because I wanted to prevent myself from Covid 19.,I am going to take the vaccine booster,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Extremely often,"It depends on the situation, eg. if you are attending an event with a large number of people",Yes,,Yes,,I am not sure,"News channels, eg. eNCA",,YouTube,,,,,,This was a concise but knowledgeable study.,614e351010435c9f51dee6bf
